name;lat;lng;capital
Villefontaine;45.6133;5.1486;
Le Puy-en-Velay;45.0433;3.885;minor
Concarneau;47.8753;-3.9189;
Cahors;44.4475;1.4406;minor
Saint-Die-des-Vosges;48.2842;6.9492;minor
La Chapelle-sur-Erdre;47.2989;-1.5528;
Plaisance-du-Touch;43.5656;1.2964;
Bressuire;46.84;-0.4886;minor
Cognac;45.6958;-0.3292;minor
Saint-Lo;49.1144;-1.0917;minor
Selestat;48.2594;7.4542;minor
Brie-Comte-Robert;48.6925;2.6111;
Riom;45.8936;3.1125;minor
Bruz;48.0247;-1.7458;
Sorgues;44.0083;4.8725;
Royan;45.6231;-1.0431;
Fecamp;49.7575;0.3792;
Vence;43.7225;7.1119;
La Crau;43.1497;6.0742;
Meylan;45.2086;5.7794;
Louviers;49.2153;1.1656;
Moissy-Cramayel;48.6261;2.5922;
Luneville;48.5894;6.5017;minor
Vitre;48.1233;-1.2094;
Avion;50.4097;2.8328;
Montceau-les-Mines;46.6669;4.3689;
Boissy-Saint-Leger;48.7503;2.5097;
Le Pontet;43.9642;4.86;
Osny;49.0592;2.0625;
Bagnols-sur-Ceze;44.1625;4.62;
Limay;48.9933;1.7358;
Cluses;46.0603;6.5786;
Firminy;45.3881;4.2872;
L'Isle-d'Abeau;45.6194;5.2331;
Carvin;50.4931;2.9581;
Yutz;49.3589;6.1886;
Ploemeur;47.7358;-3.4311;
Chateauneuf-les-Martigues;43.3831;5.1642;
Port-de-Bouc;43.405;4.9886;
Lattes;43.5678;3.9021;
Pontarlier;46.9061;6.3547;minor
Marmande;44.5;0.1653;minor
Cesson-Sevigne;48.1208;-1.6036;
Orsay;48.6981;2.1875;
Sanary-sur-Mer;43.1192;5.8022;
Verdun;49.1597;5.3828;minor
Verneuil-sur-Seine;48.9797;1.9739;
Saint-Cyr-sur-Loire;47.4028;0.6781;
Balma;43.6103;1.4986;
Brignoles;43.4058;6.0617;minor
Saint-Egreve;45.2317;5.6831;
Saint-Pierre-des-Corps;47.3908;0.7281;
Saint-Julien-en-Genevois;46.1442;6.0842;minor
Domont;49.0275;2.3267;
Saint-Maximin-la-Sainte-Baume;43.4533;5.8619;
Hayange;49.3297;6.0619;
Ambares-et-Lagrave;44.9247;-0.4867;
Cestas;44.7444;-0.6822;
Elbeuf;49.2858;1.0083;
Saran;47.9514;1.8803;
Sedan;49.7019;4.9403;minor
Landerneau;48.4508;-4.2494;
Villeneuve-Loubet;43.6581;7.1214;
Sallanches;45.9364;6.6319;
Mauguio;43.6164;4.0075;
Annonay;45.24;4.6708;
Escoublac;47.2858;-2.3922;
Tourlaville;49.6408;-1.5789;
Hennebont;47.8042;-3.2789;
Montbrison;45.6075;4.0653;minor
Sin-le-Noble;50.3631;3.1131;
Vendome;47.7928;1.0656;minor
Illzach;47.7822;7.3481;
Francheville;45.7364;4.7636;
Rumilly;45.8667;5.9444;
Mennecy;48.5653;2.4361;
Sainte-Luce-sur-Loire;47.2494;-1.4867;
Digne-les-Bains;44.0925;6.2356;minor
Vesoul;47.6222;6.1553;minor
Chateaurenard;43.8825;4.855;
Saint-Amand-les-Eaux;50.4481;3.4269;
Verrieres-le-Buisson;48.7475;2.2628;
Les Herbiers;46.8711;-1.0136;
Montivilliers;49.5461;0.1881;
Guerande;47.3281;-2.4292;
Chateau-Thierry;49.0464;3.4031;minor
Bois-Guillaume;49.47;1.1194;
Les Sables-d'Olonne;46.4972;-1.7833;minor
Trelaze;47.4461;-0.4664;
Toul;48.675;5.8917;minor
Coulommiers;48.8156;3.0836;
Saint-Avertin;47.3667;0.7267;
Chenove;47.2911;5.0072;
Beaucaire;43.8072;4.6433;
Issoire;45.5442;3.2489;minor
Dinan;48.4556;-2.0503;minor
Pornic;47.1156;-2.1033;
Tarascon;43.805;4.6594;
Villers-les-Nancy;48.6731;6.1547;
Pamiers;43.1164;1.6108;minor
Blanquefort;44.9106;-0.6375;
Castanet-Tolosan;43.5156;1.4981;
Saint-Avold;49.1042;6.7081;
Fos-sur-Mer;43.4544;4.9436;
Saint-Omer;50.7483;2.2608;minor
Fontainebleau;48.4089;2.7017;minor
Hautmont;50.2481;3.9244;
Crepy-en-Valois;49.2344;2.8875;
Pontivy;48.0686;-2.9628;minor
Gaillac;43.9006;1.8983;
Saint-Rambert;45.4994;4.24;
Fameck;49.2992;6.1097;
Caudry;50.125;3.4117;
Wittenheim;47.8075;7.3369;
Bouc-Bel-Air;43.4544;5.4144;
Bailleul;50.7375;2.7339;
Senlis;49.2072;2.5867;minor
Flers;48.7483;-0.5694;
Outreau;50.7039;1.5939;
Morlaix;48.5775;-3.8278;minor
Tulle;45.2658;1.7722;minor
Olonne-sur-Mer;46.5361;-1.7728;
Guipavas;48.4336;-4.4008;
Saint-Genis-Pouilly;46.2433;6.0214;
Avrille;47.5069;-0.5889;
Bar-le-Duc;48.7717;5.1672;minor
Laxou;48.6856;6.1522;
Kingersheim;47.7914;7.3381;
Meru;49.2358;2.135;
Andresy;48.9808;2.0583;
Romilly-sur-Seine;48.5158;3.7267;
Pont-a-Mousson;48.9044;6.0542;
Saint-Jacques-de-la-Lande;48.0903;-1.6956;
La Fleche;47.6997;-0.0761;minor
Thouars;46.975;-0.2153;
Roquebrune-sur-Argens;43.4433;6.6378;
Canteleu;49.4511;1.0361;
Saint-Brevin-les-Pins;47.2464;-2.1669;
Lieusaint;48.6322;2.5486;
Woippy;49.1511;6.1514;
Saint-Fargeau;48.5328;2.5447;
Saint-Jean-de-Luz;43.3903;-1.6597;
Rixheim;47.7486;7.4044;
Montataire;49.2556;2.4383;
Lons;43.315;-0.4108;
Mions;45.6631;4.9531;
Chateau-d'Olonne;46.5042;-1.7372;
Audincourt;47.4828;6.8397;
Plerin;48.5344;-2.7708;
Ostwald;48.5511;7.7136;
Bayeux;49.2786;-0.7039;minor
Amberieu-en-Bugey;45.9581;5.3578;
Roncq;50.7536;3.1203;
Berck-sur-Mer;50.4083;1.5928;
Sainte-Maxime;43.3089;6.6378;
Douarnenez;48.0922;-4.3303;
Ollioules;43.1394;5.8469;
Argentan;48.7444;-0.0203;minor
Riedisheim;47.7483;7.3669;
Tergnier;49.6558;3.2872;
Castelsarrasin;44.04;1.1069;minor
Valbonne;43.6414;7.0089;
Biscarrosse;44.3931;-1.1639;
Saint-Gilles;43.6778;4.4311;
Berre-l'Etang;43.4756;5.1681;
Noyon;49.5811;2.9989;
Gien;47.6981;2.625;
Plouzane;48.38;-4.6006;
Granville;48.8381;-1.5869;
Pierrelatte;44.3775;4.6961;
Bollene;44.2803;4.7489;
Chalette-sur-Loing;48.0117;2.7358;
Bully-les-Mines;50.4419;2.7244;
Genas;45.7314;5.0022;
Fontenay-le-Comte;46.4669;-0.8064;minor
Saint-Orens-de-Gameville;43.5514;1.5342;
Saint-Paul-les-Dax;43.7256;-1.0528;
Saint-Martin-de-Crau;43.6397;4.8125;
Plougastel-Daoulas;48.3725;-4.3706;
Comines;50.7611;3.0078;
Marly;50.3489;3.5442;
Lourdes;43.095;-0.0453;
Amilly;47.9731;2.7703;
Creutzwald;49.2053;6.6958;
Chateaudun;48.0708;1.3378;minor
Vernouillet – Eure-et-Loire;48.7208;1.3606;
L'Union;43.6564;1.4844;
Le Relecq-Kerhuon;48.4086;-4.3969;
Moissac;44.1047;1.0853;
Gex;46.3333;6.0578;minor
Aubergenville;48.9583;1.855;
Mayenne;48.3031;-0.6136;minor
Vitry-le-Francois;48.7247;4.5844;minor
Bischwiller;48.7664;7.8569;
Les Ponts-de-Ce;47.4244;-0.5253;
Harnes;50.445;2.9058;
Pont-Sainte-Maxence;49.3011;2.6036;
Nemours;48.2686;2.6936;
Carros;43.7725;7.1933;
Gueret;46.1706;1.8683;minor
Barentin;49.5444;0.9536;
Autun;46.9511;4.2986;minor
La Queue-en-Brie;48.7894;2.5767;
Aubenas;44.6197;4.3903;
Monteux;44.0356;4.9972;
Brignais;45.6739;4.7542;
Auriol;43.3694;5.6314;
Sarrebourg;48.7347;7.0539;minor
Yzeure;46.5658;3.3544;
Somain;50.3575;3.2803;
Seclin;50.5483;3.0294;
Arcachon;44.6586;-1.1689;minor
Yvetot;49.6169;0.7531;
Triel-sur-Seine;48.9808;2.0061;
Noeux-les-Mines;50.4797;2.6647;
Tarnos;43.5406;-1.4614;
Cusset;46.1344;3.4564;
Claye-Souilly;48.945;2.6867;
Graulhet;43.7608;1.9886;
La Chapelle-Saint-Luc;48.3119;4.0444;
Bonneville;46.0789;6.4008;minor
Plan-de-Cuques;43.3469;5.4631;
Amboise;47.4114;0.9825;
Bruay-sur-l'Escaut;50.3983;3.5394;
Maizieres-les-Metz;49.2122;6.1611;
Ifs;49.1383;-0.3531;
Provins;48.5589;3.2994;minor
Saint-Andre-de-Cubzac;44.9947;-0.4458;
Villeneuve-les-Avignon;43.9664;4.7958;
Le Chambon-Feugerolles;45.3961;4.325;
Florange;49.3214;6.1183;
Saint-Jean;43.6653;1.505;
L'Isle-Adam;49.1111;2.2228;
Andernos-les-Bains;44.7425;-1.0903;
Mericourt;50.4022;2.8658;
Raismes;50.3892;3.4858;
Canet-en-Roussillon;42.7056;3.0072;
Fonsorbes;43.5361;1.2311;
Oissel;49.3419;1.0914;
Vidauban;43.4272;6.4319;
Le Haillan;44.8717;-0.6769;
Rognac;43.4878;5.2322;
Pont-du-Chateau;45.7983;3.2483;
Lamballe;48.4686;-2.5178;
Betton;48.1825;-1.6439;
Saint-Germain-les-Arpajon;48.5953;2.2556;
Saint-Esteve;42.7133;2.8419;
Meze;43.4267;3.6053;
Mende;44.5183;3.5006;minor
Chauny;49.6156;3.2192;
Le Pont-de-Claix;45.1231;5.6981;
Quimperle;47.8728;-3.5497;
Bolbec;49.5722;0.4725;
La Motte-Servolex;45.5967;5.8775;
Chambray-les-Tours;47.3375;0.7139;
Obernai;48.4622;7.4819;
Sable-sur-Sarthe;47.84;-0.3342;
Castelnaudary;43.3181;1.9539;
Valentigney;47.4625;6.8322;
Sollies-Pont;43.19;6.0411;
Juvignac;43.6131;3.8097;
Vedene;43.9775;4.9031;
Gisors;49.2806;1.7764;
Chateaubriant;47.7169;-1.3761;minor
Cesson;48.5658;2.6011;
Saint-Ave;47.6867;-2.7344;
Aubiere;45.7508;3.1108;
Saint-Saulve;50.3697;3.5547;
Chateau-Gontier;47.8286;-0.7028;minor
Fourmies;50.0172;4.0533;
Saint-Gaudens;43.1081;0.7233;minor
Bellegarde-sur-Valserine;46.1075;5.8258;
Pace;48.1478;-1.7739;
Cuers;43.2375;6.0708;
Saint-Pierre-du-Perray;48.6131;2.4953;
Guebwiller;47.9075;7.2103;
Corbas;45.6681;4.9019;
Annappes;50.6269;3.1497;
Saint-Cyr-sur-Mer;43.1836;5.7086;
Cernay;47.8067;7.1758;
Auchel;50.5083;2.4736;
Sassenage;45.205;5.665;
Chevigny-Saint-Sauveur;47.3017;5.1356;
Saint-Martin-Boulogne;50.7258;1.6322;
Villepreux;48.83;2.0022;
Mainvilliers;48.4531;1.4619;
Vaux-le-Penil;48.5264;2.6822;
Castelginest;43.6936;1.4328;
Thiers;45.8564;3.5475;minor
Villefranche-de-Rouergue;44.3525;2.0342;minor
Villeneuve-Tolosane;43.5236;1.3417;
Pornichet;47.2658;-2.34;
Louvres;49.0439;2.5053;
Issoudun;46.9481;1.9933;minor
Longuenesse;50.7356;2.2372;
Guidel;47.7906;-3.4886;
Cogolin;43.2525;6.53;
Villebon-sur-Yvette;48.7;2.2278;
Onet Village;44.3656;2.5936;
Saint-Jean-de-Vedas;43.5764;3.8239;
Clermont;49.3789;2.4125;minor
Neuville-en-Ferrain;50.7467;3.1581;
Ploufragan;48.4894;-2.7958;
Sainte-Savine;48.2947;4.0489;
Septemes-les-Vallons;43.3983;5.3658;
Saverne;48.7414;7.3619;minor
Porto-Vecchio;41.5908;9.2797;
Oignies;50.4692;2.9936;
La Roche-sur-Foron;46.0669;6.3119;
Allonnes;47.9686;0.1606;
Courrieres;50.4581;2.9472;
Darnetal;49.4447;1.1511;
Etaples;50.5178;1.6406;
Briancon;44.8958;6.635;minor
Saint-Cyprien;42.6181;3.0064;
Vauvert;43.6933;4.2761;
Aniche;50.33;3.2511;
Chantilly;49.1869;2.4608;
Vernouillet;48.9722;1.9833;
Annoeullin;50.5294;2.9328;
Gravelines;50.9864;2.1275;
Lezignan-Corbieres;43.2006;2.7578;
La Riche;47.3892;0.6606;
Ezanville;49.0278;2.3608;
Pfastatt;47.7689;7.3017;
Maxeville;48.7114;6.1631;
Chassieu;45.7444;4.9664;
Riorges;46.0428;4.0406;
Wambrechies;50.6853;3.0486;
Bondoufle;48.6133;2.3806;
Saint-Hilaire-de-Riez;46.7211;-1.9456;
Villerupt;49.4697;5.9286;
Panazol;45.8389;1.31;
Dammartin-en-Goele;49.0542;2.6814;
Amneville;49.2608;6.1419;
Dinard;48.6325;-2.0617;
Saint-Junien;45.8872;0.9011;
Douchy-les-Mines;50.3014;3.3933;
Portes-les-Valence;44.8733;4.8764;
Vieux-Conde;50.4594;3.5683;
Grigny – Rhone;45.6083;4.7897;
Passy;45.9236;6.6864;
Jeumont;50.2944;4.1014;
Le Luc;43.3947;6.3128;
La Chapelle-Saint-Mesmin;47.8897;1.8397;
Tarare;45.8961;4.4331;
Chantepie;48.0886;-1.6164;
Montlouis-sur-Loire;47.3883;0.8272;
Le Pradet;43.1056;6.0233;
Thouare-sur-Loire;47.2689;-1.4383;
Cabestany;42.6806;2.9428;
Apt;43.8761;5.3964;minor
Beaumont-sur-Oise;49.1425;2.2864;
Vire;48.8386;-0.8892;minor
Quincy-sous-Senart;48.6711;2.5339;
Biganos;44.6442;-0.9783;
Serris;48.8564;2.7861;
Buxerolles;46.5975;0.3492;
Hericourt;47.5775;6.7617;
Leers;50.6817;3.2439;
Tournon-sur-Rhone;45.0672;4.8328;minor
Parthenay;46.6486;-0.2469;minor
Guilherand;44.9344;4.8747;
Pontchateau;47.4369;-2.0878;
Marly – Moselle;49.0611;6.1497;
Mondeville;49.1739;-0.3211;
Magny-le-Hongre;48.8631;2.8136;
Lavaur;43.6989;1.8189;
Pelissanne;43.6314;5.1506;
Gignac-la-Nerthe;43.3932;5.2356;
Marck;50.9481;1.9503;
Hagondange;49.2542;6.1681;
Saint-Laurent-de-la-Salanque;42.7736;2.9908;
Chambly;49.1667;2.2481;
Pont-Saint-Esprit;44.2564;4.6483;
Erstein;48.4219;7.6611;
Gerzat;45.8258;3.1447;
Feyzin;45.6728;4.8589;
Villers-Cotterets;49.2531;3.0903;
Le Cres;43.6472;3.9392;
Dourdan;48.5289;2.0108;
Mios;44.605;-0.9369;
Leognan;44.7286;-0.6008;
Saint-Gely-du-Fesc;43.6922;3.8061;
Le Taillan-Medoc;44.9044;-0.6697;
Fontaine-les-Dijon;47.3433;5.0192;
Wittelsheim;47.8053;7.2375;
Villeneuve-les-Maguelone;43.5322;3.8608;
La Trinite;43.7408;7.3142;
Oloron-Sainte-Marie;43.1942;-0.6067;minor
Mery-sur-Oise;49.0636;2.1864;
La Londe-les-Maures;43.1381;6.2344;
La Farlede;43.1678;6.0431;
Orthez;43.4881;-0.7708;
Bourg-de-Peage;45.0378;5.05;
Bondues;50.7017;3.0933;
Rombas;49.2494;6.0947;
Fondettes;47.4042;0.5989;
Escaudain;50.3344;3.3428;
Trets;43.4469;5.6858;
Mouans-Sartoux;43.62;6.9719;
Urrugne;43.3622;-1.7;
Pia;42.7447;2.9208;
La Ferte-sous-Jouarre;48.9492;3.1294;
Dombasle-sur-Meurthe;48.625;6.3497;
Argeles-sur-Mer;42.5461;3.0239;
Miribel;45.8244;4.9531;
Soyaux;45.6403;0.1978;
Albert;50.0019;2.6522;
Perols;43.565;3.9506;
Fuveau;43.4522;5.5617;
Carmaux;44.0492;2.1581;
Tomblaine;48.6856;6.2117;
Frouzins;43.5161;1.3247;
Saint-Gregoire;48.1511;-1.6861;
Roche-la-Moliere;45.4339;4.3236;
Pierrelaye;49.0225;2.1503;
Brumath;48.7319;7.7083;
Limoux;43.0569;2.2186;minor
Portet-sur-Garonne;43.5219;1.4061;
Quetigny;47.3144;5.1061;
Essey-les-Nancy;48.7058;6.2222;
Pernes-les-Fontaines;43.9978;5.0592;
Biot;43.6286;7.0956;
Bernay;49.0886;0.5983;minor
Launaguet;43.6739;1.4569;
Rouvroy;50.3936;2.9039;
Pithiviers;48.1719;2.2519;minor
Grand-Couronne;49.3575;1.0072;
Saint-Loubes;44.9172;-0.4281;
Ouistreham;49.2792;-0.2583;
Lillers;50.5636;2.4819;
Vetraz-Monthoux;46.1742;6.255;
Saint-Jean-le-Blanc;47.8919;1.9172;
Divonne-les-Bains;46.3567;6.1428;
Wingles;50.4942;2.8553;
Carqueiranne;43.095;6.0736;
Molsheim;48.5428;7.4922;minor
Auterive;43.3503;1.4747;
Cabries;43.4411;5.3797;
Le Passage;44.2014;0.6033;
Mazamet;43.4917;2.3733;
Fouesnant;47.8933;-4.0122;
Le Beausset;43.1983;5.8028;
Boucau;43.5236;-1.4867;
Conde-sur-l'Escaut;50.4492;3.5906;
Lescar;43.325;-0.4161;
Lesquin;50.5897;3.1111;
Arques;50.7356;2.3025;
Figeac;44.6086;2.0317;minor
Aire-sur-la-Lys;50.6386;2.3967;
Lambesc;43.6539;5.2619;
Saint-Pierre-du-Mont;43.8825;-0.5194;
Blain;47.4761;-1.7636;
Mont-Saint-Martin;49.5406;5.7794;
Nogent-le-Rotrou;48.3217;0.8217;minor
Saint-Doulchard;47.0997;2.3728;
Aytre;46.1342;-1.1144;
Aizenay;46.74;-1.6083;
Saint-Amand-Montrond;46.7228;2.505;minor
Merville;50.6439;2.6403;
Foix;42.9653;1.6069;minor
Magny-les-Hameaux;48.7239;2.0842;
Margny-les-Compiegne;49.4261;2.8208;
Saint-Lys;43.5142;1.1775;
Ploermel;47.9317;-2.3975;
Treillieres;47.3308;-1.6267;
Saint-Remy-de-Provence;43.7894;4.8317;
Ingre;47.9206;1.8242;
Cosne sur Loire;47.4103;2.925;minor
Revel;43.4586;2.0042;
Redon;47.6514;-2.0847;minor
Lucon;46.4547;-1.1658;
Beuvry;50.5197;2.6794;
Aulnoye-Aymeries;50.2047;3.8356;
Seysses;43.4981;1.3125;
Breuillet;48.5661;2.1714;
Artigues-pres-Bordeaux;44.8606;-0.4936;
Saint-Barthelemy-d'Anjou;47.4675;-0.495;
Veauche;45.5619;4.2781;
Couzeix;45.8761;1.2386;
Basse-Goulaine;47.2153;-1.4656;
La Ravoire;45.5569;5.9664;
Scionzier;46.0572;6.55;
Joigny;47.9822;3.3972;
Leguevin;43.5989;1.2331;
Ussel;45.5481;2.3092;minor
Irigny;45.6731;4.8225;
Saint-Sulpice-la-Pointe;43.7742;1.6864;
Golbey;48.1958;6.4372;
Loudeac;48.1778;-2.7533;
Cebazat;45.8314;3.1;
Elne;42.6003;2.9711;
Morieres-les-Avignon;43.9417;4.9047;
Landivisiau;48.5092;-4.0683;
Vallet;47.1617;-1.2669;
Voreppe;45.2978;5.6369;
Belley;45.7592;5.6881;minor
Valreas;44.3842;4.9903;
Paray-le-Monial;46.4511;4.1194;
La Grande-Motte;43.5606;4.085;
Parempuyre;44.9492;-0.605;
Orchies;50.4747;3.2442;
Gonfreville-l'Orcher;49.5053;0.2331;
Onnaing;50.3878;3.5981;
Perigny;46.1528;-1.0964;
La Chapelle d'Armentieres;50.6728;2.895;
La Ferte-Bernard;48.1867;0.6544;
Capbreton;43.6419;-1.4322;
Lillebonne;49.5208;0.5375;
Les Sorinieres;47.1483;-1.5294;
Livron-sur-Drome;44.7728;4.8431;
Le Muy;43.4725;6.5664;
Savenay;47.3611;-1.9419;
Gouvieux;49.1878;2.4161;
Le Rheu;48.1019;-1.7956;
Lamorlaye;49.155;2.4408;
Tonneins;44.3897;0.3083;
Sene;47.6197;-2.7372;
Chaponost;45.7103;4.7422;
Lempdes;45.7711;3.1936;
Dardilly;45.8056;4.7531;
Le Petit-Couronne;49.3856;1.0275;
La Fare-les-Oliviers;43.5517;5.1947;
Longvic;47.2878;5.0636;
Isbergues;50.6233;2.4567;
Grabels;43.6481;3.8017;
Vendin-le-Vieil;50.4739;2.8661;
Clermont-l'Herault;43.6272;3.4322;
Le Thor;43.9292;4.9944;
Nangis;48.555;3.0147;
Saint-Paul-Trois-Chateaux;44.3489;4.7686;
Saint-Claude;46.3872;5.8633;minor
Saint-Philbert-de-Grand-Lieu;47.035;-1.64;
Roquevaire;43.3494;5.6047;
Nort-sur-Erdre;47.4394;-1.4983;
Checy;47.8936;2.0269;
Notre-Dame-de-Gravenchon;49.4892;0.5711;
Thorigne-Fouillard;48.1597;-1.5797;
Bellerive-sur-Allier;46.1164;3.4042;
L'Isle-Jourdain;43.6136;1.0808;
Rivesaltes;42.7689;2.8739;
Lorgues;43.4933;6.3611;
Gretz-Armainvilliers;48.7411;2.7342;
Le Teil;44.5453;4.6822;
Tournan-en-Brie;48.7406;2.7681;
Queven;47.7886;-3.4153;
Entraigues-sur-la-Sorgue;44.0031;4.9267;
Grenade;43.7714;1.2931;
Lancon-Provence;43.5925;5.1281;
Borgo;42.5539;9.4275;
Monistrol-sur-Loire;45.2925;4.1722;
Hirson;49.9217;4.0839;
Saint-Jean-d'Illac;44.8097;-0.7836;
Thaon-les-Vosges;48.2505;6.4195;
Crest;44.7283;5.0222;
Sarlat-la-Caneda;44.89;1.2167;minor
Marguerittes;43.86;4.4439;
Domerat;46.3603;2.5344;
Saint-Vallier;46.6419;4.3711;
Velaux;43.5225;5.2539;
Sarzeau;47.5272;-2.7697;
Saint-Chamas;43.5503;5.0347;
Pibrac;43.6169;1.2847;
Vif;45.0553;5.67;
Guichen;47.9675;-1.795;
Coutras;45.0408;-0.1289;
Saint-Jean-de-Monts;46.7928;-2.0603;
Audenge;44.6836;-1.0133;
Chamonix-Mont-Blanc;45.9222;6.8689;
Le Poire-sur-Vie;46.7686;-1.5083;
Aigues-Mortes;43.5667;4.1925;
Plabennec;48.5019;-4.4261;
Mauleon;46.9228;-0.7497;
